name,price,det,link
223J-630V Polypropylene Film Capacitor 0.022uF 630V,2.00 EGP,22nF CBB,/shop/c-630v223j-223j-630v-polypropylene-film-capacitor-0-022uf-630v-9024?page=5
DS18B20 - Copy - Digital Temperature Sensor,35.00 EGP,No description,/shop/ds18b20-copy-ds18b20-copy-digital-temperature-sensor-9022?page=5
Copy IC 7432 - Quad 2 Input OR Gate,10.00 EGP,No description,/shop/74hc32-copy-copy-ic-7432-quad-2-input-or-gate-9021?page=5
Copy IC 7408 - Quad 2 input AND Gates,10.00 EGP,No description,/shop/74hc08-copy-copy-ic-7408-quad-2-input-and-gates-9020?page=5
Copy IC 7400 - Quad 2 input NAND Gates,10.00 EGP,No description,/shop/74hc00-copy-copy-ic-7400-quad-2-input-nand-gates-9019?page=5
Copy IC 7404 - NOT Logic Inverter,10.00 EGP,No description,/shop/74hc04-copy-copy-ic-7404-not-logic-inverter-9018?page=5
LynX Brand PETG-CF20 Carbon Fiber 3D Printer Filament (1.75mm) - 1Kg Roll (SKU#SL500),"1,280.00 EGP",No description,/shop/sl-lynx-cf-black-1kg-lynx-brand-petg-cf20-carbon-fiber-3d-printer-filament-1-75mm-1kg-roll-sku-sl500-9017?page=5
MDD20A Cytron 20Amp 6V-30V DC Motor Driver (2 Channels),"2,750.00 EGP",Drive 2 Motors,/shop/mdd20a-cytron-mdd20a-cytron-20amp-6v-30v-dc-motor-driver-2-channels-9010?page=5
MD20A Cytron 20Amp 6V-30V DC Motor Driver (1 Channel),"1,300.00 EGP",Drive 1 Motor,/shop/md20a-cytron-md20a-cytron-20amp-6v-30v-dc-motor-driver-1-channel-9009?page=5
MD10C Cytron 10Amp 5V-30V DC Motor Driver (1 Channel),850.00 EGP,Drive 1 Motor,/shop/md10c-cytron-md10c-cytron-10amp-5v-30v-dc-motor-driver-1-channel-9008?page=5
MDD3A Cytron 3Amp 4V-16V DC Motor Driver (2 Channels),450.00 EGP,Drive 2 Motors,/shop/mdd3a-cytron-mdd3a-cytron-3amp-4v-16v-dc-motor-driver-2-channels-9007?page=5
MD10-POT Cytron 10Amp 7V-30V Potentiometer & Switch Control DC Motor Driver (1 Channel),800.00 EGP,"With Manual Speed & Direction Control
Drive 1 Motor",/shop/md10pot-cytron-md10-pot-cytron-10amp-7v-30v-potentiometer-switch-control-dc-motor-driver-1-channel-9006?page=5
CR2016 Battery 3V Lithium Coin Type - TOSHIBA,40.00 EGP,No description,/shop/toshiba-cr2016-cr2016-battery-3v-lithium-coin-type-toshiba-9002?page=5
CR2025 Battery 3V Lithium Coin Type - TOSHIBA,40.00 EGP,No description,/shop/toshiba-cr2025-cr2025-battery-3v-lithium-coin-type-toshiba-9001?page=5
CR1632 Battery 3V Lithium Coin Type - TOSHIBA,50.00 EGP,No description,/shop/toshiba-cr1632-cr1632-battery-3v-lithium-coin-type-toshiba-9000?page=5
Permanent Metallic Marker Medium Point Writes On PCB or Any Surface - White,50.00 EGP,Made In KOREA,/shop/pen-metallic-doko-white-permanent-metallic-marker-medium-point-writes-on-pcb-or-any-surface-white-8999?page=5
MINI UPS Power Supply Input 220Vac - Output 12Vdc 2A 24Watt,385.00 EGP,Security Monitoring 12Vdc with Built-in Lithium Battery,/shop/ups-mini-12v-2a-mini-ups-power-supply-input-220vac-output-12vdc-2a-24watt-8997?page=5
Evergreen Clear Nano Double Sided Tape 12mmx3M,40.00 EGP,Transparent 12mm Double Face Tape,/shop/double-face-nano-12mm-evergreen-clear-nano-double-sided-tape-12mmx3m-8996?page=5
LynX Brand PETG 3D Printer Filament (1.75mm) - 1Kg Roll,675.00 EGP,No description,/shop/lynx-brand-petg-3d-printer-filament-1-75mm-1kg-roll-8989?page=5
LynX Brand PLA+ 3D Printer Filament (1.75mm) - 1Kg Roll,675.00 EGP,No description,/shop/lynx-brand-pla-3d-printer-filament-1-75mm-1kg-roll-8987?page=6
Plastic Project Box XU-360 Size 200x130x60 mm,175.00 EGP,No description,/shop/box-xu360-plastic-project-box-xu-360-size-200x130x60-mm-8982?page=6
Plastic Project Box XU-129 Size 120x75x29 mm,60.00 EGP,No description,/shop/box-xu129-plastic-project-box-xu-129-size-120x75x29-mm-8981?page=6
224J-630V Polypropylene Film Capacitor 0.22uF 630V,2.00 EGP,220nF CBB,/shop/c-630v224j-224j-630v-polypropylene-film-capacitor-0-22uf-630v-8980?page=6
Reading Card Intelligent Electric Door Lock 12Vdc,"2,200.00 EGP","Unlockable via keys, user RFID cards, remote control for outdoor use, and a turning button",/shop/access-lock-8135-reading-card-intelligent-electric-door-lock-12vdc-8979?page=6
HLK-ZW0906 Capacitive Fingerprint Sensor/Scanner,475.00 EGP,,/shop/sen-hlk-zw0906-hlk-zw0906-capacitive-fingerprint-sensor-scanner-8978?page=6
TM922/220Vac Dain Rail Mount 2 Individual Channels Multi-Function Digital Timer 16A/220Vac,"1,000.00 EGP",2 x 8 Programmable timer ON/OFF,/shop/tm922-dual-timer-tm922-220vac-dain-rail-mount-2-individual-channels-multi-function-digital-timer-16a-220vac-8977?page=6
Anti-Static Grounding Line Wire - For Antistatic Table Mat ESD,75.00 EGP,No description,/shop/antistatic-ground-wire-anti-static-grounding-line-wire-for-antistatic-table-mat-esd-8976?page=6
TM6331sH-2/220Vac Dain Rail Mount Timer Switch 30A/220Vac - With Seconds Intervals Timer,600.00 EGP,28 Programmable Timer ON/OFF (from 1 Sec),/shop/tm6331sh-2-sec-220vac-timer-tm6331sh-2-220vac-dain-rail-mount-timer-switch-30a-220vac-with-seconds-intervals-timer-8975?page=6
PIC Development Kit & Training (Betamini),"1,500.00 EGP","With a Full Set of Accessories (KIT PIC2 Programmer + Set of Cables)
Perfect for Electronic Labs or Personal Learning",/shop/kit-pic-beta-mini-pic-development-kit-training-betamini-8971?page=6
Raspberry Pi Pico Development & Training Kit Based on ARM RP2040,"1,800.00 EGP",With a Full Set of Accessories (OLED LCD + Cable),/shop/kit-rp2040-pico-training-raspberry-pi-pico-development-training-kit-based-on-arm-rp2040-8970?page=6
Kit ARM (Panda+) Development & Training System Based on STM32F401RCT6,"1,900.00 EGP","With a Full Set of Accessories (OLED LCD + Black Bill + ST LINK + Cable)
Perfect for Electronic Labs or Personal Learning",/shop/kit-arm-panda-plus-kit-arm-panda-development-training-system-based-on-stm32f401rct6-8968?page=6
AC Line Filter 10A,100.00 EGP,AC 250V 10A EMI Filter,/shop/kit-ac-filter-emi-10a-ac-line-filter-10a-8967?page=6
18 Clear Plastic Drawer Set,"1,150.00 EGP",No description,/shop/box-sg005-18-clear-plastic-drawer-set-8963?page=6
"THT110606P TOTAL Combination Pliers 160mm(6"")",145.00 EGP,No description,/shop/tot-tht110606p-tht110606p-total-combination-pliers-160mm-6-8962?page=6
Raspberry Pi Global Shutter Camera IMX296 - Official,"3,500.00 EGP",No description,/shop/rpi-cam-global-shutter-raspberry-pi-global-shutter-camera-imx296-official-8955?page=6
Arduino NANO 33 BLE Rev2,"1,400.00 EGP",ABX00071,/shop/arduino-org-nano-33-ble-arduino-nano-33-ble-rev2-8954?page=6
LattePanda 3 Delta 864 - The Fastest Pocket-sized Windows/Linux Single Board Computer (8GB RAM/64GB eMMC),"17,000.00 EGP",With Unactivated Windows License,/shop/lattepanda-3delta-864-lattepanda-3-delta-864-the-fastest-pocket-sized-windows-linux-single-board-computer-8gb-ram-64gb-emmc-8953?page=6
DT-830D Digital Multimeter,175.00 EGP,No description,/shop/avo-dt830d-dt-830d-digital-multimeter-8948?page=6
105J-400V Polypropylene Film Capacitor 1uF 400V,2.50 EGP,No description,/shop/c-400v105j-105j-400v-polypropylene-film-capacitor-1uf-400v-8947?page=6
DT9205A Digital Multimeter Basic Model MT-1000,295.00 EGP,No description,/shop/avo-dt9205a-hopson-dt9205a-digital-multimeter-basic-model-mt-1000-8946?page=6
155J-400V Polypropylene Film Capacitor 1.5uF 400V,3.50 EGP,No description,/shop/c-400v155j-155j-400v-polypropylene-film-capacitor-1-5uf-400v-8943?page=6
Plastic Fliptop Boxes Medium Size with Hang (SKU#RAM15),125.00 EGP,Size: 150x230x30 mm,/shop/mano-egy-ram15-plastic-fliptop-boxes-medium-size-with-hang-sku-ram15-8940?page=6
Mano Twin Organizer 7 T-Org-7 Component Box,385.00 EGP,Size: 195x150x100 mm,/shop/mano-twin-org7-mano-twin-organizer-7-t-org-7-component-box-8937?page=6
"Mano Organizer ORG-24"" Component Box",575.00 EGP,Size: 510x340x70 mm,/shop/mano-org24-mano-organizer-org-24-component-box-8936?page=6
"Mano Organizer ORG-18"" Component Box",400.00 EGP,Size: 410x300x60 mm,/shop/mano-org18-mano-organizer-org-18-component-box-8935?page=6
Plastic Fliptop Box A450 Size 320x180x50mm,200.00 EGP,13 Compartments with Hang,/shop/box-a450-plastic-fliptop-box-a450-size-320x180x50mm-8934?page=6
"THT261325 TOTAL Fabric Cloth Tool Bag Size 13""",250.00 EGP,With 6 Pockets,/shop/tot-tht261325-tht261325-total-fabric-cloth-tool-bag-size-13-8933?page=6
THT250606 TOTAL 6 Pcs Screwdriver Set,200.00 EGP,No description,/shop/tot-tht250606-tht250606-total-6-pcs-screwdriver-set-8931?page=6
IR-1220 PWM Solar Charge Controller IP68 12V/24V 20A With IR Remote Control,850.00 EGP,20A Charger Controller & Regulator,/shop/sc-ir1220-ir-1220-pwm-solar-charge-controller-ip68-12v-24v-20a-with-ir-remote-control-8929?page=6
PG5 Open Rubber Cable Grommet Gland Φ 5mm (1 Piece),1.50 EGP,,/shop/pg5-rubber-pg5-open-rubber-cable-grommet-gland-ph-5mm-1-piece-8928?page=7
PICkit2/PICkit3 Extension Board,95.00 EGP,PICkit 2 / PICkit 3 programmer extension adapter board for DIP Microchip PIC microcontrollers.,/shop/kit-pic2-zif-pickit2-pickit3-extension-board-8926?page=7
Mini PICkit 2 PIC Programmer,750.00 EGP,PICkit 2 programmer is a low-cost programming tool for Microchip PIC microcontrollers.,/shop/kit-pic-kit2-programmer-mini-pickit-2-pic-programmer-8925?page=7
Project Working Area for ATMEGA8/48/88/168/328,185.00 EGP,ATMEGA328 Project Kit supports 28-pin DIP AVR microcontrollers such as ATMEGA8 and ATMEGA328,/shop/kit-atmega328-project-project-working-area-for-atmega8-48-88-168-328-8922?page=7
Raspberry Pi 1B+ V1.2,"1,700.00 EGP",No description,/shop/raspberry-pi-1b-one-plus-raspberry-pi-1b-v1-2-8919?page=7
UT301D+ Infrared Thermometer - Non Contact Temperature Meter,"1,950.00 EGP","Temperature range: -32℃～600℃
UNI-T Brand",/shop/avo-ut301d-unit-ut301d-infrared-thermometer-non-contact-temperature-meter-8900?page=7
Westinghouse Battery 2xAA Rechargeable 1.2V AA Ni-MH 2100mAh,175.00 EGP,Pack of 2 batteries,/shop/westingh-rech-aa-2100mah-westinghouse-battery-2xaa-rechargeable-1-2v-aa-ni-mh-2100mah-8893?page=7
Westinghouse Battery 2xAAA Rechargeable 1.2V AAA Ni-MH 1000mAh,150.00 EGP,Pack of 2 batteries,/shop/westingh-rech-aaa-1000mah-westinghouse-battery-2xaaa-rechargeable-1-2v-aaa-ni-mh-1000mah-8892?page=7
Heat Transfer Paste 50gm - Thermal Grease,225.00 EGP,,/shop/compound-aptl-paste-50gm-heat-transfer-paste-50gm-thermal-grease-8890?page=7
Heat Transfer Paste 25gm - Thermal Grease,145.00 EGP,,/shop/compound-aptl-paste-25gm-heat-transfer-paste-25gm-thermal-grease-8888?page=7
SMD Resistor 0.25W - Size 1206 (Price per 1 Resistor),0.20 EGP,,/shop/smd-resistor-0-25w-size-1206-price-per-1-resistor-8886?page=7
IIC/I2C 2004 Serial Character LCD 4x20 Display,325.00 EGP,,/shop/lcd-i2c-4x20-blue-iic-i2c-2004-serial-character-lcd-4x20-display-8885?page=7
IIC/I2C 1602 Serial Character LCD 2x16 Display,145.00 EGP,,/shop/lcd-i2c-2x16-blue-iic-i2c-1602-serial-character-lcd-2x16-display-8884?page=7
Raspberry Pi 5 - 8GB,"6,400.00 EGP",No description,/shop/rpi5-board-8gb-raspberry-pi-5-8gb-8883?page=7
Raspberry Pi 5 - 4GB,"5,400.00 EGP",No description,/shop/rpi5-board-4gb-raspberry-pi-5-4gb-8882?page=7
Pro'sKit® 8PK-220 Magnetizer / Demagnetizer For Screwdrivers and Any Steel Tool,275.00 EGP,No description,/shop/8pk220-magnetizer-pro-skit-r-8pk-220-magnetizer-demagnetizer-for-screwdrivers-and-any-steel-tool-8881?page=7
225J-630V Polypropylene Film Capacitor 2.2uF 630V,5.00 EGP,No description,/shop/c-630v225j-225j-630v-polypropylene-film-capacitor-2-2uf-630v-8879?page=7
Speaker Wire 2 core x 1mm Red & Black - 1 Meter,7.50 EGP,,/shop/wire-speaker-2x1mm-speaker-wire-2-core-x-1mm-red-black-1-meter-8878?page=7
Okdo LiDAR HAT For Raspberry PI,"4,950.00 EGP",No description,/shop/lidar-hat-okdo-okdo-lidar-hat-for-raspberry-pi-8866?page=7
"Okdo Raspberry Pi Power Supply 5Vdc 3A, USB Type C, 1.5m",450.00 EGP,Original OKDO - With AUS Plug Type,/shop/rpi4-adaptor-okdo-okdo-raspberry-pi-power-supply-5vdc-3a-usb-type-c-1-5m-8864?page=7
High Speed Closed Loop Stepper Motor 8N.M - NEMA-34 - Complete Axe,"10,500.00 EGP","Holding Torque: 8 N.m
Current /phase: 6 A
Original Leadshine Product
Motor Model: CS-M23480 Driver Model: CS-D1008 + Encoder 5m Cable + Motor 5m Cable",/shop/cs-axe-8nm-high-speed-closed-loop-stepper-motor-8n-m-nema-34-complete-axe-8862?page=7
High Speed Closed Loop Stepper Motor 12N.M - Waterproof IP65 - NEMA-34 - Complete Axe,"13,500.00 EGP","Holding Torque: 12 N.m
Current /phase: 6 A
Original Leadshine Product
Motor Model: CS-M234120 + Driver Model: CS-D1008 + Encoder 5m Cable + Motor 5m Cable",/shop/cs-axe-12nm-high-speed-closed-loop-stepper-motor-12n-m-waterproof-ip65-nema-34-complete-axe-8861?page=7
High Speed Closed Loop Stepper Motor 3.1N.M - NEMA-23 - Complete Axe,"8,200.00 EGP","Holding Torque: 3.1 N.m
Current /phase: 5 A
Original Leadshine Products
Motor Model: CS-M22331 Driver Model: CS-D508 + Encoder 3m Cable + Motor 3m Cable",/shop/cs-axe-3-1nm-high-speed-closed-loop-stepper-motor-3-1n-m-nema-23-complete-axe-8860?page=7
Carbon Resistance 1/4W (Price per 4 Resistors),1.00 EGP,No description,/shop/carbon-resistance-1-4w-price-per-4-resistors-8859?page=7
STM32F103C8T6 ARM STM32 Minimum System Development Board (Debugging Function) Original Chip,245.00 EGP,The Blue Pill,/shop/kit-stm32f103-debug-stm32f103c8t6-arm-stm32-minimum-system-development-board-debugging-function-original-chip-8857?page=7
Bluetooth Complete Car DIY Kit,"1,500.00 EGP",No description,/shop/kit-diy-bluetooth-car-bluetooth-complete-car-diy-kit-8854?page=7
Speaker 8Ω 0.5W - Size 63x18mm,35.00 EGP,No description,/shop/speaker-63x18mm-speaker-8o-0-5w-size-63x18mm-8852?page=7
Speaker 8Ω 8W - Size 55x55mm,35.00 EGP,No description,/shop/speaker-55x55mm-speaker-8o-8w-size-55x55mm-8851?page=7
HDMI 4K High Speed HDTV 5m Premium Cable,195.00 EGP,No description,/shop/cable-4k-hdtv-5m-hdmi-4k-high-speed-hdtv-5m-premium-cable-8850?page=7
HDMI 4K High Speed HDTV 3m Premium Cable,140.00 EGP,No description,/shop/cable-4k-hdtv-3m-hdmi-4k-high-speed-hdtv-3m-premium-cable-8849?page=7
DC-DC Step Up Voltage Converter Adjustable 2A MT3608 (2~24Vdc to 5~28Vdc) SKU#DC206,35.00 EGP,Boost Converter,/shop/dc-dc-206-dc-dc-step-up-voltage-converter-adjustable-2a-mt3608-2-24vdc-to-5-28vdc-sku-dc206-8847?page=8
Anti-Static Table Mat - ESD Roll 100x60 Cm,550.00 EGP,Mat for Electronics Repair Work,/shop/antistatic-pad-roll-1m-anti-static-table-mat-esd-roll-100x60-cm-8845?page=8
Eco SMPS Output +24Vdc/10A Input 220Vac With Cooling Fan,700.00 EGP,No description,/shop/smps-eco-24v-10a-eco-smps-output-24vdc-10a-input-220vac-with-cooling-fan-8844?page=8
Eco SMPS Output +24Vdc/15A Input 220Vac With Cooling Fan,800.00 EGP,No description,/shop/smps-eco-24v-15a-eco-smps-output-24vdc-15a-input-220vac-with-cooling-fan-8843?page=8
1/4 Kg Roll PLA 3D Printer Filament (1.75mm),200.00 EGP,No description,/shop/1-4-kg-roll-pla-3d-printer-filament-1-75mm-8841?page=8
Drill Bits,3.00 EGP,No description,/shop/drill-bits-8840?page=8
Kynar Wire 250 meter Roll AWG24 Wire Wrapping,275.00 EGP,Insulation Wire - Colored Solid PVC Cable Climbing Jumper Wire Connector,/shop/kynar-wire-250-meter-roll-awg24-wire-wrapping-8839?page=8
Vacuum Pump 12Vdc,350.00 EGP,In/Out Outlet,/shop/dc-vacum-pyp370-12v-vacuum-pump-12vdc-8837?page=8
STM32F401CCU6 ARM STM32 Minimum System Development Board,375.00 EGP,The Black Pill,/shop/kit-stm32f401ccu6-stm32f401ccu6-arm-stm32-minimum-system-development-board-8832?page=8
UTD2202CEX+ UNI-T Digital Storage Oscilloscope 200MHz,"18,500.00 EGP",REAL-TIME SAMPLE RATE: 1 GSa/s,/shop/avo-utd2202cex-unit-utd2202cex-uni-t-digital-storage-oscilloscope-200mhz-8826?page=8
USB Motion Control 4 Axis CNC Breakout Board 100KHz (Spark),"2,350.00 EGP",,/shop/kit-usb-spark-100k-usb-motion-control-4-axis-cnc-breakout-board-100khz-spark-8824?page=8
"LattePanda 2G/32G V1 - Windows 10 Single Board Computer (Win10 Home, 2GB/32GB)","6,500.00 EGP",With Windows10 Home License,/shop/lattepanda-32gb-lattepanda-2g-32g-v1-windows-10-single-board-computer-win10-home-2gb-32gb-8823?page=8
PIC18F87K22-I/PT,325.00 EGP,No description,/shop/pic18f87k22-i-pt-pic18f87k22-i-pt-8819?page=8
PIC18F87K90-I/PT,275.00 EGP,No description,/shop/pic18f87k90-i-pt-pic18f87k90-i-pt-8818?page=8
PIC18F67K22-I/PT,275.00 EGP,No description,/shop/pic18f67k22-i-pt-pic18f67k22-i-pt-8817?page=8
PIC18F46K22-I/PT,200.00 EGP,No description,/shop/pic18f46k22-i-pt-pic18f46k22-i-pt-8816?page=8
PIC18F45K22-I/PT,200.00 EGP,No description,/shop/pic18f45k22-i-pt-pic18f45k22-i-pt-8815?page=8
Arduino Due without Headers - Original,"2,000.00 EGP",A000056,/shop/arduino-org-due-arduino-due-without-headers-original-8809?page=8
Robot Wheels 65x26mm For Mini DC Gearbox Yellow Motors (2 Tires) RW002,50.00 EGP,No description,/shop/ro-wheel-rw002-robot-wheels-65x26mm-for-mini-dc-gearbox-yellow-motors-2-tires-rw002-8808?page=8
852D 3-Wire Replacement Complete Hot Air Handle,175.00 EGP,3 Connecting Wires,/shop/hot-air-hand-3wire-852d-3-wire-replacement-complete-hot-air-handle-8805?page=8
HMI101A02 LCD 10.1'' TOPWAY HMI Embedded TFT LCD - Industrial Grade,"12,000.00 EGP","1280x800 TFT LCD Display supporting Linux operating system
Isolated I/O for industrial peripherals: USB/RS232/RS485/CAN/HDMI/AUX/RJ45",/shop/hmi101a02-linux-hmi101a02-lcd-10-1-topway-hmi-embedded-tft-lcd-industrial-grade-8799?page=8
FNIRSI® GC01 Geiger Counter Nuclear Radiation Dose Tester & Detector,"3,250.00 EGP",Professional Marble Radiation Ionization & Personal Dose Alarm Radioactive Tester,/shop/gc01-geiger-counter-fnirsi-r-gc01-geiger-counter-nuclear-radiation-dose-tester-detector-8795?page=8
Touch Screen LED RGB Controller 2.4G 12-24Vdc / 6A,450.00 EGP,,/shop/kit-dimmer-led-rgb-remote-touch-screen-led-rgb-controller-2-4g-12-24vdc-6a-8794?page=8
D-SUB DB44 Male Connector - Solder Type (SKU#DB44M),45.00 EGP,No description,/shop/db44-male-d-sub-db44-male-connector-solder-type-sku-db44m-8791?page=8
D-SUB DB44 Female Connector - Solder Type (SKU#DB44F),45.00 EGP,No description,/shop/db44-female-d-sub-db44-female-connector-solder-type-sku-db44f-8790?page=8
CH-3.0 Battery Capacity Tester MAh MWh For Battery 18650,650.00 EGP,18650 battery capacity internal resistance tester charging and discharging integrated version,/shop/kit-battery-tester-mah-mwh-ch-3-0-battery-capacity-tester-mah-mwh-for-battery-18650-8789?page=8
4X Spray Humidifier Driver Circuit Board,275.00 EGP,,/shop/kit-atomizer-4x-5v-4x-spray-humidifier-driver-circuit-board-8788?page=8
1X Spray Humidifier Driver Circuit Board,145.00 EGP,Fogger Atomization Film Module,/shop/kit-atomizer-1x-5v-1x-spray-humidifier-driver-circuit-board-8787?page=8
Mini Solar Panel 0.3 Watt 5V/60mA,130.00 EGP,Size: 68x36 mm,/shop/sc-5v-68x36-ph-male-mini-solar-panel-0-3-watt-5v-60ma-8786?page=8
Programmer XGecu T48 (TL866II-3G),"4,000.00 EGP",Support 30000+ Chips,/shop/prog-t48-programmer-xgecu-t48-tl866ii-3g-8785?page=8
Programmer With 27 Accessories XGecu T48 (TL866II-3G),"6,500.00 EGP",Support 30000+ Chips,/shop/prog-t48-27set-programmer-with-27-accessories-xgecu-t48-tl866ii-3g-8784?page=9
Fingerprint Module R307,975.00 EGP,Finger Print TTL UART,/shop/kit-fingerprint-r307-fingerprint-module-r307-8781?page=9
No.6066C - Screwdriver Set 32 in 1,145.00 EGP,No description,/shop/screw-6066c-no-6066c-screwdriver-set-32-in-1-8778?page=9
JM8189B - 32 in 1 Precision Screwdriver Set With Tweezers,300.00 EGP,No description,/shop/screw-jm8189-jm8189b-32-in-1-precision-screwdriver-set-with-tweezers-8777?page=9
STVP935 3-Phase 63A V/A ac Protector,"2,500.00 EGP","Three-Phase 63A Adjustable Surge Voltage Protector
Automatic Recovery Over Under Voltage/Current Protective Device",/shop/stvp935a-63a-protector-stvp935-3-phase-63a-v-a-ac-protector-8776?page=9
LASER Source 5mW RED - Cross Shape - With Focus,145.00 EGP,,/shop/led-laser-5mw-cross-laser-source-5mw-red-cross-shape-with-focus-8774?page=9
CS-M234120WP NEMA-34 High Speed Closed Loop Stepper Motor - Waterproof IP65 - Leadshine® Brand,"7,500.00 EGP","Holding Torque: 12 N.m
Current /phase: 6 A",/shop/cs-m234120wp-cs-m234120wp-nema-34-high-speed-closed-loop-stepper-motor-waterproof-ip65-leadshine-r-brand-8773?page=9
ATTEN® TJ-228 Soldering Iron Stand + Tin Solder Wire Rack Dispenser,350.00 EGP,,/shop/atten-tj228-stand-atten-r-tj-228-soldering-iron-stand-tin-solder-wire-rack-dispenser-8772?page=9
Endoscope 5m Camera 7.0 mm USB OTG Borescope,950.00 EGP,USB/Micro/C Type Snake Tube Inspection Borescope,/shop/endoscope-5m-endoscope-5m-camera-7-0-mm-usb-otg-borescope-8771?page=9
KXN3010D-II Switching Triple Output DC Programmable Power Supply 0~30V 0~10A,"14,000.00 EGP","DC Adjustable Switching Mode Power Supply
Two Isolated Ground Adjustable 0-30V/0-10A outputs + One Fixed 5V/3A output",/shop/ps-kxn3010d-ii-kxn3010d-ii-switching-triple-output-dc-programmable-power-supply-0-30v-0-10a-8770?page=9
KXN3010D Switching Single Output DC Programmable Power Supply 0~30V 0~10A,"5,500.00 EGP",DC Adjustable Switching Mode Power Supply,/shop/ps-kxn3010d-kxn3010d-switching-single-output-dc-programmable-power-supply-0-30v-0-10a-8769?page=9
KXN3020D Switching Single Output DC Programmable Power Supply 0~30V 0~20A,"6,750.00 EGP",DC Adjustable Switching Mode Power Supply,/shop/ps-kxn3020d-kxn3020d-switching-single-output-dc-programmable-power-supply-0-30v-0-20a-8768?page=9
